stemmed_content,sentiment_label
"['jual', 'shopee', 'bukalapak', 'tokopedia', 'tiktok', 'shop', 'cair', 'nunggu', 'kerja', 'bagong', 'skip']",Netral
"['aplikasi', 'sulit', 'mudah', 'ecommerce', 'ecommerce', 'isi', 'data', 'verifikasi', 'ktp', 'bareng', 'isi', 'data']",Positif
"['sangat', 'puaas']",Netral
"['shope', 'tiba', 'logout', 'sendiri', 'terus', 'saat', 'mau', 'log', 'ulang', 'tidak', 'baik', 'lgh', 'bug', 'apa', 'mohon', 'teliti', 'biar', 'tidak', 'leg', 'bug', 'lghh']",Negatif
"['suka', 'belanja', 'tltiktok']",Positif
"['kena', 'langgar', 'konten', 'posting', 'sesuai', 'barang', 'bingung']",Netral
"['apknya', 'keren', 'habis']",Netral
"['kata', 'traktir', 'guna', 'baru', 'belanja', 'gratis', 'rupiah', 'pas', 'cekout', 'langsung', 'dibatalin', 'gimana']",Netral
"['baik', 'upload', 'gagaltolong', 'bantu', 'seller', 'mengupload', 'produk', 'gagal']",Positif
"['paylater', 'd', 'tolak', 'terus', 'sebal']",Netral
"['apk', 'shoope', 'tidak', 'fersi', 'lite', 'nya', 'sangat', 'berat', 'sekali']",Negatif
"['bismillah', 'moga', 'banjir', 'order', 'aamiinn']",Netral
"['dulu', 'beberapa', 'kali', 'mau', 'cek', 'out', 'barang', 'bayar', 'tidak', 'bayar', 'gelap', 'semua']",Negatif
"['thanks', 'shopee', 'order', 'cod', 'nilai', 'kecil', 'tetap', 'layan', 'baik']",Positif
['bagus'],Positif
"['loadingnya', 'lama', 'kesal', 'padahal', 'pakai', 'gb']",Negatif
"['verifikasi', 'payah']",Netral
['iljch'],Netral
['bagus'],Positif
"['jual', 'uang', 'cair', 'masuk', 'rekening', 'untungin', 'tiktok', 'mending', 'jual', 'shopee', 'cair', 'realtime', 'jual', 'kena', 'langgar', 'uang', 'hilang']",Netral
"['verifikasi', 'dokumen', 'kiamat']",Netral
"['bagus', 'live', 'pengiku', 'ttanks']",Positif
"['bagus', 'sekali']",Positif
"['jelek', 'aplikasi']",Negatif
"['kendala', 'duga', 'login', 'pakai', 'nomor', 'hp', 'log', 'email', 'nomor', 'hp', 'log', 'akun', 'tiktok']",Netral
['bagus'],Positif
"['coba', 'coba', 'download', 'tokopedia', 'terus', 'coba', 'beli', 'baru', 'pertama', 'kali', 'beli', 'aplikasi', 'malah', 'buat', 'apok', 'pesan', 'tidak', 'tidak', 'tahu', 'kapan', 'mana', 'tidak', 'nomor', 'buat', 'chat', 'kurir', 'padahal', 'terang', 'paket', 'kirim', 'alamat', 'terima', 'tidak', 'kalau', 'uang', 'kembali', 'mau', 'hapus', 'aplikasi', 'tidak', 'disaranin', 'dehh', 'pakai', 'marketplace']",Negatif
"['login', 'parah']",Negatif
['mudah'],Positif
['next'],Netral
"['shopee', 'aplikasi', 'sangat', 'bagus', 'tinggkat', 'kan', 'terus', 'layan']",Positif
"['biar', 'bitang', 'bicara']",Netral
"['bintang', 'tak', 'turunin', 'soal', 'paket', 'beli', 'tanggal', 'januari', 'masalah', 'konfirmasi', 'bolak', 'balik', 'ujung', 'tidak', 'selesai', 'wajah', 'monokel']",Negatif
['amanah'],Netral
"['bantu', 'anggur']",Positif
['oke'],Positif
"['tambah', 'kuota', 'cek', 'langgan', 'kak', 'mohon', 'bantu', 'batas', 'kak']",Positif
"['aplikasi', 'dorong', 'tumbuh', 'umkm', 'nyata', 'aplikasi', 'hancur', 'umkm', 'atur', 'ribet']",Netral
"['update', 'lama']",Negatif
['bagus'],Positif
"['bantu', 'logout', 'akun', 'tiktok', 'seller', 'center', 'minat', 'jual', 'terima', 'kasih', 'mohon']",Positif
['keren'],Netral
"['good', 'aplikasi']",Positif
['mantap'],Positif
"['wajah', 'kedip', 'wajah', 'kedip', 'wajah', 'kedip']",Netral
"['padahal', 'clear', 'canche', 'tetap', 'tidak', 'lama', 'situ', 'kambuh', 'lot', 'orang', 'tepuk', 'jidat']",Negatif
"['ribet', 'sulit', 'aju', 'kendala', 'konsultasi', 'atas']",Netral
"['bagus', 'guna']",Positif
"['unguk', 'layan', 'baik', 'cuma', 'spinjam', 'tidak']",Netral
"['bantu', 'usaha']",Positif
"['ribet', 'daftar', 'gagal']",Netral
"['suka', 'sekali']",Positif
"['sangat', 'bantu', 'bantu', 'mesan', 'online']",Positif
"['jempol', 'atas', 'jempol', 'atas', 'jempol', 'atas', 'jempol', 'atas', 'jempol', 'atas', 'jempol', 'atas']",Netral
"['bagus', 'banyak', 'gratis', 'ongkir', 'wajah', 'gembira', 'mata', 'bahagia']",Positif
['mantap'],Positif
"['lot', 'ngelag', 'aplikasi', 'sering', 'lambat']",Negatif
"['upload', 'barang', 'ribet', 'banyak', 'gagal']",Netral
"['bodoh', 'langgan', 'hak', 'jual', 'reseler', 'resmi', 'langgan', 'hak', 'dagang', 'pakai', 'kotang']",Netral
['mantap'],Positif
['suka'],Positif
"['habis', 'download', 'tokopedia', 'malah', 'iklandimna', 'mana', 'mau', 'buka', 'sma', 'apliaksi', 'keluar', 'iklan', 'tokopedia', 'terus', 'ngeganggu', 'sekali', 'parah']",Negatif
['manfaat'],Positif
"['kata', 'promo', 'guna', 'pertama', 'belanja', 'nol', 'rupiah', 'bayar', 'batal', 'kan', 'otomatis', 'sistem', 'pesan', 'langgar', 't', 'c', 'buru', 'langgar', 'tidak', 'butuh', 'haram', 'haram', 'tidak', 'barokah', 'bingung', 'jadi', 'nya', 'buat', 'harap', 'jadi']",Negatif
['mantap'],Positif
"['lebih', 'maju']",Netral
['mantap'],Positif
['b'],Netral
"['moga', 'usaha', 'jalan', 'lancar', 'tiktoksop']",Netral
"['jujur', 'pakai', 'bantu', 'live', 'mghsilkn', 'uang', 'promositp', 'tt', 'shop', 'seller', 'ttup', 'indonesiakpn', 'buka', 'lgbyk', 'loh', 'rakyat', 'desa', 'bantu', 'app', 'tutup', 'alas', 'jelasjd', 'mskpn', 'tanggal', 'desa', 'ttpi', 'jringn', 'lancr', 'jual', 'mghslkn', 'uangtp']",Positif
"['parah', 'anying', 'akun', 'shopee', 'aing', 'malah', 'blokir', 'alas', 'tidak', 'jelas']",Negatif
"['kurang', 'bagus', 'karang', 'tidak', 'batalin', 'pesan']",Netral
"['jual', 'tiktok', 'lihat', 'ulas', 'malas']",Netral
"['shopee', 'lama', 'lama', 'kacau', 'kirim', 'nya', 'abang', 'drive', 'nya', 'konyol', 'semua', 'paket', 'y', 'cod', 'kurir', 'instan', 'tidak', 'jelas', 'memang', 'abang', 'drive', 'nya', 'hidup', 'hutan', 'tidak', 'tlf', 'harus', 'nya', 'kalau', 'memang', 'tidak', 'tahu', 'patok', 'tlf', 'jaman', 'canggih', 'lewat', 'telegram', 'tidak', 'tahu', 'patok', 'malah', 'diam', 'tahu', 'barang', 'nya', 'urjent', 'sekali', 'males', 'lama', 'belanja', 'shopee']",Negatif
['ngebug'],Netral
['oke'],Positif
"['kecewa', 'sih', 'saldo', 'gopay', 'tiba', 'tiba', 'hangus', 'tahu', 'pqdahql', 'hari', 'saldo', 'sebut', 'mau', 'pakai', 'hari']",Negatif
['mantap'],Positif
['mantap'],Positif
['jelek'],Negatif
"['uang', 'kembali', 'lewat', 'bank', 'tidak', 'belikan', 'bagaimana', 'kalau', 'tidak', 'punya', 'rekening']",Negatif
"['halaman', 'bayar', 'tidak', 'buka', 'min', 'co', 'mau', 'bayar', 'jadi', 'tidak', 'mumpung', 'diskon', 'rebu']",Negatif
"['kecewa', 'ktp', 'batas']",Negatif
"['salah', 'abang']",Netral
"['belanja', 'program', 'promo', 'tokopedia', 'cashback', 'tidak', 'terus', 'bilang', 'langgar', 'tentu', 'syarat', 'belanja', 'padahal', 'jelas', 'kalau', 'memang', 'awal', 'duga', 'langgar', 'batal', 'otomatis', 'dunk', 'jangan', 'malah', 'tahan', 'cashback', 'transaksi']",Negatif
"['payleter', 'd', 'nonaktiv', 'kan', 'lama', 'bangeet', 'mohon', 'd', 'baik']",Netral
"['sangat', 'baik']",Positif
"['susah', 'download']",Negatif
['rekomendasi'],Positif
"['sekarang', 'point', 'alih', 'gopay', 'point', 'paksa', 'tokopedia', 'tidak', 'senak', 'terus', 'sama', 'paksa', 'customer', 'aktifin', 'gopay', 'arti', 'belanja', 'pakai', 'ovo', 'point', 'gopay', 'kalau', 'tidak', 'aktifin', 'gopay', 'point', 'tidak', 'tambah', 'padahal', 'member', 'gold', 'loh', 'ngoain', 'campur', 'ovo', 'sama', 'gopay', 'masa', 'gara', 'semu', 'alih', 'e', 'comerce', 'jujur', 'jadi', 'bikin', 'tidak', 'suka', 'belanja', 'tokopedia']",Negatif
['jos'],Netral
"['moga', 'tambah', 'jaya']",Netral
"['login', 'kirim', 'kode', 'gambar', 'papan', 'konfirmasi', 'muncul', 'masuk', 'aplikasi', 'email', 'ecommerce', 'dicuekin']",Netral
"['suka', 'lot', 'kalau', 'pilih', 'pilah', 'barang', 'mau', 'pesan']",Netral
"['lot', 'sekali', 'tidak', 'buka']",Negatif
"['baru', 'bayar', 'langsung', 'batal', 'otomatis', 'dana', 'tidak', 'tidak', 'tarik', 'rekening', 'tidak', 'buat', 'belanja', 'wajah', 'tidak', 'tuju', 'tidak', 'kaya', 'toko', 'belah', 'langsung', 'masuk', 'saldo', 'spay', 'buat', 'belanja', 'tidak', 'ngerti', 'sama', 'tokped']",Negatif
"['alhamdulillah', 'bantu', 'cari', 'rezeki', 'terima', 'kasih', 'tiktok', 'tokopedia', 'moga', 'bantu', 'umk', 'sejahtera', 'amin']",Positif
['oke'],Positif
"['moga', 'layan', 'terus', 'muas']",Netral
"['ekspedisi', 'nya', 'masalah', 'ajg', 'respon', 'lama', 'kecewa', 'parah']",Negatif
['mantap'],Positif
['oke'],Positif
"['hp', 'ztea', 'kalian', 'login', 'daftar', 'tidak', 'muncul', 'l', 'web', 'padahal', 'aplikasinnya', 'bug']",Negatif
['bagus'],Positif
"['bagus', 'kok', 'aplikasi']",Positif
"['mohon', 'info', 'dulu', 'aplikasi', 'shoppenya', 'tahap', 'baik']",Positif
"['jempol', 'atas', 'jempol', 'atas', 'jempol', 'atas', 'jempol', 'atas']",Netral
['kecewa'],Negatif
"['sangat', 'bagus', 'murah']",Positif
"['lot', 'sekali', 'aplikasi', 'tambah', 'kalau', 'sinyal', 'tidak', 'bagus', 'tidak', 'buka']",Negatif
"['mau', 'tanya', 'dong', 'beli', 'barang', 'cicil', 'guna', 'dp', 'jawab', 'lipat', 'tangan', 'warna', 'kulit', 'cerah']",Netral
"['sangat', 'suka', 'aplikasi', 'gampang', 'sekali', 'kalau', 'mau', 'belanja', 'onlin']",Positif
"['tidk', 'top', 'up', 'lalu', 'bayar', 'mau', 'tentu', 'bayar', 'apa']",Netral
"['lot', 'sekali', 'astaga', 'mau', 'buka', 'ulas', 'lama', 'mau', 'buka', 'apa', 'lama', 'internet', 'buat', 'lancar', 'shopee', 'begini', 'versi', 'baru', 'install', 'ulang', 'apus', 'cache', 'tetel', 'baik', 'sama', 'gratis', 'ongkir', 'tidak', 'dipke', 'tidak', 'jelas']",Negatif
"['tanggung', 'jawab', 'mudah', 'guna']",Positif
"['beberapa', 'kali', 'coba', 'update', 'beru', 'ang']",Netral
['bagus'],Positif
['jempol'],Netral
"['tambah', 'lot', 'abis', 'update', 'parah', 'lambatx']",Negatif
"['kembali', 'sistem', 'dulu', 'no', 'beli', 'sensor', 'seller', 'jadi', 'susah', 'konfirmasi', 'beli', 'kalau', 'hubung', 'akun', 'beli', 'tidak', 'aktif', 'disalahgunakan', 'opsi', 'cod', 'kalau']",Negatif
"['materi', 'ajar', 'mudah', 'paham', 'senang', 'moga', 'ilmu', 'latih', 'manfaat', 'terima', 'kasih']",Positif
"['shopee', 'sekarang', 'lot', 'aplikasi', 'pikir', 'jaring', 'nyata', 'memang', 'aplikasi', 'nya', 'lot', 'bukan', 'rasa', 'teman', 'teman', 'sama', 'dong', 'shopee', 'tingkat', 'dulu', 'terima', 'kasih']",Netral
['iuikb'],Netral
"['kalau', 'cari', 'alat', 'vave', 'selalu', 'tidak', 'muncul', 'beberapa', 'barang', 'lain', 'padahal', 'diupdate']",Negatif
['bagus'],Positif
"['daftar', 'ribet']",Netral
"['etalase', 'sulit', 'tuju', 'gagal', 'paham']",Netral
"['kesini', 'buruk', 'langgar', 'video', 'orisinil']",Negatif
"['daftar', 'sulit', 'name', 'tokounisntal', 'aplikasi']",Netral
"['pilih', 'ubah', 'kurir', 'tidak', 'sistem', 'erorr']",Negatif
"['banyak', 'promo']",Netral
"['aplikas', 'jual', 'beli', 'bobrokuntuk', 'seller', 'inisaya', 'harap', 'jual', 'tiktok', 'shoppoint', 'putar', 'uang', 'lambat', 'sistem', 'sistem', 'kaya', 'orang', 'bodoh', 'orang', 'tolol', 'kembang', 'jual', 'tiktok', 'shopjika', 'percaya', 'rasa']",Negatif
"['shopee', 'sekarang', 'makin', 'manja', 'belanja', 'rp', 'ribu', 'baru', 'ongkir', 'dulu', 'belanja', 'rp']",Netral
"['padahal', 'jual', 'tanggung', 'gratis', 'ongkir', 'tidak', 'pakai', 'gratis', 'ongkir', 'cashback', 'sama', 'kembali', 'toped', 'dulu']",Negatif
"['ongkir', 'mahal', 'shop', 'lengkap']",Netral
"['lebih', 'enak', 'kalau', 'belanja']",Netral
"['okk', 'jual', 'umkm', 'biaya', 'admin', 'mahal', 'donkk']",Netral
"['bagus', 'percaya']",Positif
"['daftar', 'id', 'batas', 'aju', 'lapor', 'daftar', 'payah']",Netral
"['pokok', 'mantap']",Positif
"['akhir', 'gambar', 'produk', 'nya', 'tidak', 'load', 'blank', 'terus', 'padahal', 'koneksi', 'cepat']",Netral
"['jancuk', 'pesan', 'masuk', 'kaga', 'notif', 'jancuk', 'benerin', 'jancuk']",Netral
"['coba', 'tiktok', 'update', 'folowers', 'tiktok', 'shop', 'live', 'protes']",Netral
"['sering', 'update', 'habis', 'memory', 'intenal', 'hp', 'jadi', 'lot']",Negatif
['mantap'],Positif
"['mqkin', 'lot', 'padahal', 'jaring', 'bagus', 'spinjam', 'paylaternya', 'makin', 'naik', 'parah', 'si', 'admin', 'bunga', 'tidak', 'kaya', 'dulu', 'gakan', 'langgan']",Negatif
"['tidak', 'jadi', 'bintang', 'transaksi', 'guna', 'baru', 'rp', 'batal', 'sistem']",Negatif
"['mantap', 'aplikasi', 'fitur', 'tambah', 'performa']",Positif
['ubklw'],Netral
['nice'],Netral
"['shopee', 'halaman', 'sedang', 'baik', 'terus']",Positif
"['halaman', 'baik', 'terus']",Positif
"['aplikasi', 'sekarang', 'berat', 'susah', 'masuk', 'mohon', 'baik']",Netral
"['memang', 'luar', 'biasa', 'tokopedia', 'pancen', 'percaya', 'oklsh']",Netral
"['aplikasi', 'load', 'nya', 'lama', 'sama', 'tampil', 'terlalu', 'ramai']",Negatif
"['bangkai', 'nih', 'aplikasi', 'daftar', 'kali', 'masuk']",Netral
"['sip', 'mantap']",Positif
"['halo', 'selamat', 'malam']",Netral
['mantab'],Netral
"['pokok', 'alpikasi', 'tiktok', 'pokok', 'aplikasi', 'jelek']",Negatif
"['sangat', 'bantu', 'denga', 'ada', 'shopee']",Positif
"['hee', 'tolongg', 'shoppe', 'tidak', 'gd', 'gratis', 'ongkir', 'jadi', 'kesal', 'dehh']",Negatif
"['dana', 'tidak', 'kan', 'chat', 'costumer', 'shopee', 'nya', 'malah', 'lego', 'suru', 'kembali', 'dana', 'tidak', 'masuk', 'sangat', 'buruk', 'sistem', 'shopee']",Negatif
['bagus'],Positif
"['mula', 'tiktok', 'kemarin', 'sore', 'tibatiba', 'akun', 'upload', 'share', 'foto', 'keranjang', 'kuning', 'langgar', 'upload', 'macet', 'cek', 'ngsh', 'kode', 'otp', 'mengatasnamakan', 'tiktok', 'tipu', 'akun', 'kena', 'hack', 'lapor', 'akun', 'tiktoknya', 'selesai', 'terima', 'kasih']",Positif
"['masak', 'blanja', 'langsung', 'batal', 'sama', 'sistem']",Netral
"['mantap', 'promonya', 'oke']",Positif
"['kerjasama', 'juta', 'admin', 'juta', 'tutup', 'kena', 'langgar', 'lambat', 'kirim']",Negatif
['mantap'],Positif
"['barang', 'original']",Netral
"['lumayan', 'tanpah', 'peluang', 'cuan']",Netral
"['lumayan', 'aplikasi', 'nya']",Netral
"['pelit', 'sekali', 'jadi', 'sepi', 'kan', 'hehe']",Netral
"['apa', 'ajg', 'baru', 'beli', 'batal', 'otomatis', 'sistem', 'kntl', 'baru', 'senang', 'ah', 'sdhlah', 'tokpet', 'tokpet']",Positif
"['makin', 'buruk', 'sering', 'lot', 'mau', 'pakai', 'hp', 'bagus', 'wifi', 'sama']",Negatif
"['paya', 'kata', 'rupiah', 'guna', 'baru', 'mes', 'malah', 'batal', 'otomatis', 'kerja', 'orang']",Netral
"['simpel', 'praktis', 'aman']",Netral
"['overal', 'bagus', 'baik', 'sistem', 'bantu', 'pesan', 'seller', 'cerah', 'hadap']",Positif
['bagus'],Positif
"['lebih', 'baik', 'tidak', 'ngirim', 'foto', 'seller', 'sama', 'liat', 'barang', 'tidak', 'masuk', 'event', 'baik']",Netral
"['tipu', 'flash', 'sale', 'setingann', 'adekngw']",Netral
"['tingkat', 'hasil', 'tetap', 'keren', 'enak', 'pakai', 'gampang']",Netral
"['oke', 'gass']",Positif
"['bantu', 'wiraswasta', 'berjualanakan', 'mudah', 'pasu', 'produk', 'jual', 'keranjang']",Positif
['bagus'],Positif
"['parah', 'kocak', 'mau', 'login', 'app', 'malah', 'suruh', 'scan', 'via', 'app', 'lah', 'kan', 'baru', 'mau', 'login', 'app', 'gimana', 'flowchart', 'nya', 'jawab', 'buat', 'respon', 'develop', 'coba', 'deh', 'periksa', 'flowchart', 'login', 'nya', 'salah', 'tuh', 'yakin', 'akun', 'guna', 'no', 'hp', 'otp', 'datang', 'masukin', 'otp', 'eh', 'suruh', 'scan', 'pakai', 'aplikasi', 'lah', 'wong', 'sayaitu', 'mau', 'login', 'app', 'buka', 'email', 'biar', 'programmer', 'you', 'tahu', 'nge', 'email', 'malah', 'suruh', 'isi', 'form', 'field', 'nya', 'wajib', 'wajib', 'isi', 'tidak', 'ngisi', 'email', 'akun', 'nomor']",Negatif
['senang'],Positif
['oke'],Positif
"['buat', 'tokopedia', 'please', 'pilih', 'mitra', 'logistik', 'bertanggungjawab', 'kompeten', 'dong', 'waktu', 'anter', 'kurir', 'masalah', 'sekarang', 'sicepat', 'datengnya', 'paling', 'lambat', 'banyak', 'jasa', 'kirim', 'bagus', 'kompeten', 'belanja', 'terus', 'ditokopedia', 'ingat', 'kurir', 'selalu', 'jadi', 'terus', 'pikir', 'ulang', 'stay', 'ditokopedia', 'senang', 'promo', 'kirim', 'tawar', 'kalau', 'justru', 'jadi', 'alas', 'buat', 'kendala', 'barang', 'tidak', 'sesuai', 'estimasi', 'mundur', 'lipat', 'tangan', 'warna', 'kulit', 'cerah']",Negatif
"['mau', 'login', 'ribet', 'ah', 'uninstal', 'wz', 'ruwed']",Negatif
"['bgtt', 'enak', 'eawwerd']",Netral
"['s', 'rm', 'd', 'z', 'dzz']",Netral
"['tuju', 'aplikasi', 'latang', 'perintah', 'biar', 'usaha', 'lokal', 'teelindungi']",Netral
"['habis', 'updete', 'malah', 'muncul', 'halaman', 'padahal', 'mau', 'angsuarn', 'sopy', 'leter']",Netral
"['lebih', 'aman']",Netral
"['aplikasi', 'jelek', 'bikin', 'kere', 'jual', 'lepas', 'dana', 'beli', 'produk', 'jual', 'off', 'ubah', 'akfivkan']",Negatif
"['bagus', 'bantu', 'umkm']",Positif
"['aplikasi', 'apa', 'sih', 'bacot', 'doangg', 'diskon', 'pas', 'cekout', 'malah', 'batalinn', 'bukan', 'sekali', 'kali', 'sering', 'sangat', 'jangan', 'mau', 'deh', 'pakai', 'apk']",Netral
"['akun', 'jual', 'nonaktip', 'pesan', 'nonaktip', 'tidakbisa', 'buka', 'uang', 'hilang', 'juta', 'cair', 'akun', 'buka', 'pakai', 'tik', 'tok', 'saller', 'harap', 'hati', 'hati']",Netral
"['mau', 'tanya', 'memang', 'kalau', 'kirim', 'barang', 'jual', 'toped', 'barang', 'ambil', 'kurir', 'jual', 'antar', 'kurir']",Netral
"['baik', 'terus', 'hari']",Positif
"['banyak', 'kolom', 'tidak', 'penting', 'jadi', 'bikin', 'apknya', 'lot', 'hapusin', 'tuh', 'kaya', 'video', 'gaguna', 'asli', 'bug', 'nya', 'tuh', 'perhatiin', 'pilih', 'ekspedisi', 'apa', 'malah', 'tidak', 'ubah', 'tingkatin', 'dong', 'gimana', 'si', 'hu']",Negatif
"['aplikasi', 'aneh', 'maksa', 'orang', 'update', 'baru', 'pakai', 'kalau', 'atur', 'tidak', 'ubah', 'mending', 'tak', 'unstal']",Negatif
"['aplikasi', 'inidh', 'kali', 'daftar', 'suruh', 'pakai', 'nomor', 'hp', 'deh', 'coba', 'suruh', 'pakai', 'email', 'deh', 'coba', 'daftar']",Netral
"['good', 'sekali']",Positif
['bagus'],Positif
"['aplikasi', 'terima', 'hapus', 'akun']",Positif
"['tokopedia', 'memang', 'mantap']",Positif
"['bagus', 'sekali', 'layan', 'nya', 'ramah']",Positif
"['jual', 'kena', 'blokir', 'banding', 'terjualaneh', 'baik', 'sistem', 'beli', 'kali', 'tolak', 'paket', 'paket', 'tolak', 'beli', 'kena', 'sangsi', 'salah', 'seller', 'seller', 'kena', 'dampak', 'langgar', 'contoh', 'marketplacepaltform', 'terima', 'kasih']",Positif
['rudet'],Netral
"['good', 'cepat', 'masuk', 'dana']",Positif
"['apk', 'sekarang', 'banyak', 'tukang', 'tipu']",Netral
"['login', 'aplikasi', 'pakai', 'dokumen', 'an', 'aplikasi', 'ribet', 'bikin', 'pusing']",Netral
"['produk', 'gagal', 'upload', 'tuju', 'kategori', 'diblg', 'salah']",Netral
"['mudah', 'seller', 'posting', 'produk', 'blok']",Positif
"['mantull', 'banyak', 'promo', 'nya']",Netral
"['tiba', 'tiba', 'akun', 'hilang', 'srh', 'ganti', 'baru', 'dana', 'tiba', 'tiba', 'raib', 'd', 'bantu']",Positif
"['wow', 'barang', 'bagus', 'murah', 'jangkau']",Positif
['mantap'],Positif
"['input', 'resi', 'manual']",Netral
"['lot', 'sekarang', 'lama', 'muncul', 'gmbarnya']",Negatif
"['shopee', 'oke']",Positif
"['tipu', 'orang', 'ngakunya', 'cs', 'tiktok', 'dana', 'cair', 'rekening', 'aneh', 'masuk', 'akun', 'cair', 'dana', 'pasu', 'rekening', 'jadi', 'rekening', 'utama', 'kaya', 'ada', 'pertanggungjawaban', 'tiktok', 'aman', 'tiktok']",Netral
"['yah', 'percuma', 'shoopeenya', 'lelet', 'sekali', 'pas', 'mau', 'buka', 'eh', 'malah', 'lama', 'jam', 'lohh']",Negatif
"['moga', 'baik']",Positif
"['bantu', 'jual']",Positif
"['awas', 'hati', 'hati', 'apk', 'shopee', 'banyak', 'tipu', 'barang', 'tidak', 'sesuai', 'harga', 'tinggi', 'barang', 'zonk']",Negatif
"['beberapa', 'hari', 'tidak', 'guna', 'spaylater', 'why', 'bayar', 'cicil', 'selalu', 'tepat', 'waktu', 'hari', 'sulit', 'pakai', 'spaylater']",Negatif
['download'],Netral
"['beberapa', 'hari', 'shopee', 'selalu', 'baik', 'game', 'utama', 'cepat', 'baharu', 'rasa', 'makin', 'depan', 'makin', 'bayak', 'kecewa']",Positif
"['sangat', 'muas']",Netral
"['rasa', 'kecewa', 'mes', 'suatu', 'barang', 'bayar', 'lalu', 'minimarket', 'tiba', 'order', 'batal', 'uang', 'endap', 'sana', 'tokopedia', 'baik', 'da', 'perhati', 'keluh', 'terimakasih']",Netral
"['aplikasi', 'busuk', 'nari', 'saldobuka', 'fitur', 'lai', 'l', 'ading']",Netral
"['aplikasi', 'best', 'bantu', 'jual', 'produk']",Positif
"['hujan', 'angin', 'kena', 'langgar', 'admin', 'alas', 'beli', 'fiktif', 'admin', 'uang', 'tahan', 'cair', 'nge', 'baned', 'toko', 'uang', 'tahan', 'jual', 'pakai', 'admin', 'bijak']",Netral
"['belum', 'pernah', 'belanja', 'sini', 'first', 'impression', 'jelek', 'baru', 'buat', 'akun', 'baru', 'offer', 'produk', 'gratis', 'senang', 'dong', 'akhir', 'pilih', 'pas', 'checkout', 'nyata', 'langsung', 'batal', 'pihak', 'maksud', 'apa', 'sih', 'wajah', 'bingung']",Netral
"['bintang', 'empat', 'dulu', 'kalau', 'baik', 'lanjut']",Positif
['oke'],Positif
"['diupdate', 'jadi', 'lot', 'tokopedia', 'aduh']",Negatif
['bapuk'],Netral
['mantap'],Positif
"['semua', 'apk', 'punya', 'lebih', 'kurang', 'masing', 'masing', 'kesal', 'tokped', 'gbs', 'pakai', 'akun', 'hp', 'sama', 'padahal', 'memang', 'hp', 'simpan', 'penuh', 'kesal', 'bagus', 'bagaimana', 'dong', 'wajah', 'menang', 'keras', 'pokok', 'be', 'better', 'yah', 'jangan', 'kek', 'belah']",Positif
"['trimakasihh', 'sangat', 'bantu', 'semga', 'usaha', 'lancar', 'cicil', 'lancar', 'aamiin']",Positif
"['makin', 'tidak', 'guna']",Negatif
"['hati', 'hati', 'beli', 'sini', 'banyak', 'reseler', 'tipu', 'contoh', 'beli', 'sini', 'kena', 'tipu', 'barang', 'kirim', 'lama', 'suruh', 'kirim', 'balik', 'apes', 'rugi', 'wajah', 'marah', 'wajah', 'marah', 'wajah', 'marah', 'wajah', 'marah', 'wajah', 'marah', 'wajah', 'marah', 'wajah', 'marah', 'wajah', 'marah', 'wajah', 'marah', 'wajah', 'marah']",Negatif
"['sekarang', 'banyak', 'biaya', 'buat', 'pesanana', 'tangan', 'sma', 'bayar', 'admin', 'jasa', 'bayar']",Netral
"['sering', 'ngelag', 'kesal']",Netral
['mantul'],Netral
"['market', 'place', 'recehslain', 'biaya', 'admin', 'lumayan', 'ksusahan', 'urus', 'kendala', 'seller', 'ktika', 'respect']",Netral
"['banyak', 'diskon', 'kalah', 'murah', 'sama', 'olshop', 'belah']",Netral
"['the', 'best']",Netral
"['min', 'padahal', 'no', 'daftar', 'tidak', 'login', 'kata', 'belum', 'verifikasi', 'terus', 'pin', 'ikut', 'salah', 'padahal', 'tadi', 'log', 'out', 'benar', 'mohon', 'jelas', 'min', 'kalau', 'benar', 'b', 'min']",Negatif
['kecewa'],Negatif
"['cair', 'dana']",Netral
"['oke', 'laine']",Positif
"['moga', 'untung']",Netral
['ungul'],Netral
"['sangat', 'bantu', 'belanja', 'saat', 'pandemi']",Positif
"['makin', 'sih', 'nge', 'leg', 'terus', 'padahal', 'apk', 'lancar', 'dong', 'beri', 'solusi']",Positif
"['baru', 'sadar', 'sekarang', 'biaya', 'aplikasi', 'rp', 'kali', 'transaksi', 'belum', 'kayak', 'tidak', 'deh']",Negatif
"['sadis', 'ban', 'sekte', 'arapua', 'kecil']",Netral
"['edit', 'mau', 'bintang', 'tiga', 'tidak', 'rangin', 'kali', 'main', 'panen', 'telur', 'kali', 'telur', 'curi', 'anjrot', 'ngape', 'sih', 'jan', 'dicolongin', 'terus', 'elah', 'tuh', 'lama', 'nunggunya', 'mana', 'curi', 'pas', 'telur', 'mau', 'matang', 'sial']",Negatif
['baik'],Positif
['aplikasi'],Netral
"['aplikasi', 'bagus', 'jual', 'sih', 'sensitif', 'aplikasi', 'kena', 'point', 'akun', 'tutup', 'akun', 'aktif', 'tiktok', 'aktif', 'akun']",Positif
"['upload', 'produk', 'suspended', 'langgar']",Netral
"['mudah', 'pakai', 'aplikasi']",Positif
"['download', 'kali', 'malah', 'tidak', 'keinstal', 'ulang', 'ters', 'maksdnya', 'apa']",Negatif
"['jlk', 'sekali', 'jir']",Netral
"['sih', 'aplikasi', 'download']",Netral
